,Protein IDs,Genus,KEGG_COG, HM454, HM455, HM466, HM503
24684,V1.CD40-0_GL0208604,Coprococcus,K02115,22024000,37807000,1401100,2688400
24685,MH0354_GL0092469,Corallococcus,K02358,0,158820000,49449000,1826000
24686,MH0371_GL0025065,Sutterella,COG3203,12937000,0,7875500,0
24687,O2.UC43-1_GL0082868,Sutterella,COG3203,18899000,0,0,0
24688,DLF005_GL0055859,Faecalibacterium,,6278500,15436000,0,0
24689,MH0094_GL0075202,Bacteroides,COG4771,0,0,16023000,4477900
24690,O2.UC43-0_GL0023785,Blautia,K24948,212790000,53938000,103040000,0
24691,MH0188_GL0154426,Eubacterium,K00975,4627200,0,12632000,0
24692,MH0136_GL0038664,Alistipes,K00677,7922400,0,0,0
24693,MH0002_GL0071550,Eubacterium,K21449,0,31762000,0,2718300
24694,T2D-195A_GL0039023,Sutterella,K00244,7887100,0,0,0
24695,MH0198_GL0012563,Blautia,K10240,4069500,21775000,1302400,0
24696,T2D-22A_GL0124624,Bacteroides,,0,0,6507500,32965000
24697,MH0203_GL0105210,Adlercreutzia,K02358,386910000,256700000,8768900,0
24698,MH0062_GL0031735,Fusicatenibacter,K02469,15678000,43700000,15021000,1207300
24699,MH0411_GL0085419,Alistipes,COG1359,0,11619000,0,0
24700,MH0430_GL0151429,Varibaculum,K02358,0,71061000,0,0
24701,MH0086_GL0114200,Bacteroides,K02879,6461900,0,0,10054000
24702,160400887-stool1_revised_C1492464_1_gene47359,Bacteroides,,0,0,0,0
24703,MH0267_GL0105437,Bacteroides,K03564,5550500,0,6257400,0
24704,V1.UC1-0_GL0086003,Bacteroides,K03564,58698000,54290000,37880000,35913000
24705,MH0230_GL0031790,Phascolarctobacterium,,0,0,4566700,0
24706,NOM023_GL0003045,Bacteroides,,2638600,10224000,4465600,21719000
24707,MH0019_GL0026104,Alistipes,K01190,9130900,11173000,0,0
24708,MH0250_GL0030111,Faecalibacterium,K02111,0,0,7826900,0
24709,MH0068_GL0053550,Bacteroides,K00848,31260000,36482000,0,0
24710,T2D-154A_GL0082707,Sutterella,COG2823,18935000,0,11848000,0
24711,MH0333_GL0012028,Ruminococcus,K02111,4482800,34020000,68874000,8222100
24712,MH0372_GL0123503,Lachnoclostridium,K02564,0,0,0,7422500
24713,MH0281_GL0027632,Bacteroides,K02230,1210100,0,5007300,0
24714,MH0003_GL0115575,Ruminococcus,K02909,0,61504000,0,0
24715,V1.UC35-0_GL0110069,Clostridium,,6353700,30195000,0,0
24716,763536994-stool2_revised_C1038888_1_gene38488,Faecalibacterium,K07056,0,6769900,0,0
24717,MH0454_GL0014095,Ruminococcus,K02003,4981000,0,0,0
24718,BGI001A_GL0016208,Bacteroides,K09810,0,0,0,3073100
24719,MH0011_GL0094444,Butyrivibrio,K02358,2942600,2562200,9073100,0
24720,MH0243_GL0049787,Prevotella,K02355,154870000,531180000,47461000,20180000
24721,O2.UC14-1_GL0067017,Blautia,K04567,33703000,15833000,152590000,13348000
24722,MH0106_GL0016099,Prevotella,K04043,239570000,0,14794000,0
24723,MH0107_GL0084138,Prevotella,K04043,156620000,23019000,9980600,0
24724,V1.CD1-0-PT_GL0026713,Bacteroides,K25034,0,0,0,16907000
24725,N043A_GL0045106,Blautia,,128270000,0,0,631310000
24726,V1.CD20-4_GL0126049,Blautia,,9867800,0,0,0
24727,MH0128_GL0046975,Bacteroides,,0,0,0,11294000
24728,NLM028_GL0058226,Subdoligranulum,K15770,107550000,0,0,10696000
24729,T2D-19A_GL0019955,Lachnoclostridium,K02926,10329000,116600000,71107000,519550000
24730,V1.CD53-0_GL0050311,Collinsella,COG1473,0,9546000,0,0
24731,MH0055_GL0004759,Bacteroides,K01883,0,0,0,0
24732,MH0252_GL0089447,Parabacteroides,K00525,0,0,6340600,4885800
24733,MH0068_GL0025903,Subdoligranulum,,11368000,48507000,0,9436700
24734,MH0025_GL0003408,Bacteroides,K21572,4991700,0,0,5720200
24735,O2.UC17-0_GL0004662,Clostridium,COG4684,0,29801000,5619600,0
24736,V1.UC11-5_GL0087541,Flavonifractor,,0,0,0,112930000
24737,MH0012_GL0068540,Bacteroides,K06142,0,0,6103400,0
24738,MH0303_GL0069798,Faecalibacterium,K23537,3429300,8127900,3912500,0
24739,MH0257_GL0042720,Prevotella,K03496,9194200,0,0,0
24740,MH0186_GL0044780,Odoribacter,K01868,7101300,8630600,0,0
24741,MH0041_GL0002074,Bacteroides,,0,8995800,0,16236000
24742,O2.UC11-2_GL0012073,Ruminococcus,K02027,0,4343400000,504770,20111000
24743,SZEY-10A_GL0025568,Lachnoclostridium,COG1840,0,0,0,193950000
24744,MH0033_GL0074381,Fusicatenibacter,K01711,17675000,46521000,71585000,52784000
24745,MH0386_GL0062609,Fusicatenibacter,K01711,15885000,17519000,0,7591200
24746,V1.FI10_GL0006799,Coprobacillus,K17992,0,0,0,35764000
24747,764062976-stool1_revised_scaffold35590_1_gene66774,Subdoligranulum,K01893,0,0,0,383370000
24748,MH0188_GL0046603,Subdoligranulum,K01893,42866000,0,0,0
24749,MH0363_GL0012331,Subdoligranulum,K01893,0,13386000,0,0
24750,O2.UC30-1_GL0093460,Clostridium,K01893,8465500,5788300,0,3190600
24751,O2.UC26-0_GL0079654,Coprococcus,K01893,41409000,98192000,64063000,54119000
24752,V1.UC39-0_GL0003685,Clostridium,K02357,16568000,3338100,25475000,3983800
24753,MH0039_GL0013499,Bacteroides,K06158,0,0,0,0
24754,MH0038_GL0006705,Bacteroides,COG1680,15183000,0,0,0
24755,O2.UC20-1_GL0145221,Clostridium,K15533,24387000,33243000,0,0
24756,MH0088_GL0119524,Eubacterium,K00262,18256000000,18399000000,5530000000,6686400000
24757,MH0010_GL0014852,Bacteroides,K00384,0,0,0,13013000
24758,O2.UC17-1_GL0099902,Blautia,,1897400000,9488300,7297800,3574100
24759,MH0326_GL0203301,Clostridium,K01006,321500000,343820000,0,0
24760,MH0142_GL0098315,Sutterella,K02902,21446000,0,21532000,0
24761,763496533-stool2_revised_scaffold43706_1_gene3713,Faecalibacterium,COG1473,0,24569000,0,0
24762,V1.FI05_GL0061665,Ruminococcus,K01681,14991000,5926000,0,0
24763,V1.UC22-1_GL0212653,Slackia,K02907,31836000,3722400,4213200,0
24764,T2D-19A_GL0008846,Lachnoclostridium,K01870,0,0,0,7320500
24765,MH0088_GL0064296,Clostridium,K01644,0,341420000,0,0
24766,MH0382_GL0082794,Oscillibacter,K02118,0,8934300,0,0
24767,V1.CD21-4_GL0010815,Lachnoclostridium,K07216,0,0,0,8488800
24768,MH0310_GL0117562,Roseburia,K02906,0,17966000,0,0
24769,MH0198_GL0063807,Ruminococcus,K02906,10615000,6491000,493300000,0
24770,MH0111_GL0025795,Faecalibacterium,K04078,10958000,82928000,36209000,0
24771,MH0309_GL0088214,Parabacteroides,COG3250,13063000,0,3001400,0
24772,V1.UC38-4_GL0165875,Bifidobacterium,K16148,0,9402200,0,0
24773,O2.UC11-1_GL0118075,Dorea,K00820,39242000,27755000,50257000,5690700
24774,V1.UC5-3_GL0217423,Ruminococcus,K01952,13933000,0,0,0
24775,MH0435_GL0053684,Eubacterium,K03340,0,0,50728000,0
24776,MH0433_GL0059559,Sulfurospirillum,K01534,0,0,0,7919400
24777,MH0195_GL0115973,Faecalibacterium,K02078,39150000,33055000,0,0
24778,V1.FI16_GL0133032,Collinsella,K02078,0,5289300,0,0
24779,V1.FI11_GL0120165,Coprococcus,K01687,0,58786000,0,0
24780,V1.FI10_GL0081063,Dorea,K01687,38692000,7633900,57961000,0
24781,MH0391_GL0136350,Blautia,K02358,510840000,230100000,1028900000,0
24782,T2D-187A_GL0013059,Ruminococcus,K02078,0,75727000,0,0
24783,O2.UC41-1_GL0058987,Ruminococcus,K02030,3270500,0,2110300,80187000
24784,T2D-25A_GL0058444,Collinsella,K01869,41449000,0,0,0
24785,V1.UC57-0_GL0174047,Parabacteroides,COG3956,9101500,0,0,0
24786,MH0454_GL0110151,Aciduliprofundum,K02118,0,4525400,0,22526000
24787,DLM022_GL0143998,Eubacterium,K02112,0,15031000,0,30178000
24788,O2.UC40-2_GL0131468,Blautia,K00820,2039300,0,0,0
24789,MH0221_GL0072871,Lachnoclostridium,K04087,0,0,0,35860000
24790,MH0127_GL0074044,Coprococcus,K01880,23390000,79165000,4367300,5836000
24791,V1.UC33-0_GL0064714,Sutterella,K10004,18474000,0,12818000,0
24792,MH0147_GL0000901,Dorea,K00060,3914200,13607000,68040000,0
24793,V1.CD21-4_GL0004945,Lachnoclostridium,K01788,0,0,0,7259700
24794,MH0006_GL0094857,Clostridium,COG5263,3295400,13524000,0,0
24795,V1.CD6-0_GL0038385,Bacteroides,K06942,90080000,65181000,83167000,41264000
24796,MH0417_GL0187113,Dorea,K02784,125700000,1097800,48314000,2175500
24797,T2D-8A_GL0032340,Parabacteroides,COG3250,31428000,0,0,0
24798,N066A_GL0026413,Alistipes,K01714,0,4902600,0,0
24799,V1.CD7-0-PN_GL0011659,Bifidobacterium,K01876,7086100,16640000,0,0
24800,V1.UC56-0_GL0022749,Roseburia,K00147,112980000,183790000,83053000,36140000
24801,MH0049_GL0028615,Roseburia,,4880100,2406400,0,79480000
24802,MH0131_GL0131964,Collinsella,K12527,8987800,55428000,0,0
24803,MH0381_GL0101781,Anopheles,,278170000,0,328210000,0
24804,MH0139_GL0097578,Bacteroides,,0,22805000,0,0
24805,V1.UC13-0_GL0011387,Bifidobacterium,K01704,0,24165000,0,0
24806,MH0068_GL0014475,Bacteroides,COG4771,0,0,0,3577600
24807,MH0102_GL0000650,Roseburia,,7854500,4050300,0,0
24808,MH0188_GL0111956,Fusicatenibacter,K02600,24298000,73002000,6812500,2978100
24809,MH0193_GL0160998,Butyrivibrio,K03407,16866000,72204000,0,0
24810,MH0108_GL0031404,Odoribacter,K02600,12795000,16460000,13640000,0
24811,MH0108_GL0066539,Sutterella,K00013,12590000,0,13849000,0
24812,MH0443_GL0000297,Blautia,K13890,148940000,25207000,3957200,4988600
24813,O2.UC7-1_GL0162745,Marvinbryantia,COG1053,135740000,93558000,109110000,13860000
24814,MH0393_GL0024898,Dorea,K10112,7349400,0,0,0
24815,MH0335_GL0077019,Dorea,K10112,9238100,18298000,77183000,24181000
24816,MH0148_GL0084130,Ruminococcus,K10112,28713000,0,0,0
24817,MH0196_GL0086988,Blautia,K10112,189170000,159190000,20622000,0
24818,O2.UC48-0_GL0107610,Blautia,K10112,324160000,548580000,158930000,223890000
24819,V1.CD17-0_GL0069391,Blautia,K10112,0,0,0,35406000
24820,V1.FI05_GL0037573,Ruminococcus,K00027,54928000,42280000,19712000,156050000
24821,MH0333_GL0128095,Ruminococcus,K00817,0,0,11966000,0
24822,V1.FI01_GL0154120,Sutterella,K02071,5367100,0,5921100,0
24823,MH0031_GL0028667,Prevotella,K06020,0,0,0,0
24824,MH0427_GL0079692,Prevotella,K06020,25749000,0,237030,0
24825,706846339-stool1_revised_scaffold41544_1_gene152898,Phascolarctobacterium,K01923,0,0,10545000,0
24826,O2.CD2-0-PT_GL0029715,Coprobacillus,K01814,0,0,0,66129000
24827,MH0227_GL0147004,Eubacterium,COG1592,37738000,0,27667000,0
24828,V1.FI24_GL0108777,Eubacterium,COG1592,6354600,4310300,33187000,0
24829,T2D-19A_GL0069044,Lachnoclostridium,K02884,0,5544000,0,167170000
24830,V1.CD21-4_GL0031374,Hungatella,K02884,0,0,6135600,0
24831,MH0270_GL0064770,Clostridium,K02884,22486000,8808200,107450000,53812000
24832,O2.UC50-2_GL0001813,Dorea,K02884,0,0,57870000,0
24833,MH0101_GL0074004,Bacteroides,,0,5038500,30732000,0
24834,MH0147_GL0135184,Ruminococcus,K02871,16816000,34491000,0,0
24835,DLM021_GL0061649,Bacteroides,K00425,0,3857500,0,10848000
24836,457424.BFAG_03848,Bacteroides,COG4206,0,0,6194000,0
24837,MH0110_GL0007154,Bacteroides,K19118,0,0,2343900,0
24838,V1.UC22-1_GL0010214,Slackia,K04077,38638000,0,0,0
24839,158499257-stool2_revised_scaffold4975_1_gene83133,Lachnoanaerobaculum,K06001,0,7487400,0,4920900
24840,O2.UC2-2_GL0150739,Eubacterium,K06001,5303300,59658000,0,0
24841,MH0002_GL0048413,Bacteroides,K04773,2962200,0,0,29380000
24842,T2D-19A_GL0053495,Lachnoclostridium,,7012600,0,0,27778000
24843,MH0257_GL0019289,Bacteroides,K12373,61263000,0,0,0
24844,MH0150_GL0122860,Clostridium,K02406,28342000,9824300,0,2727400
24845,MH0337_GL0125269,Paraprevotella,COG5492,10333000,0,0,0
24846,NOF008_GL0027449,Akkermansia,,0,0,9790800,0
24847,DOM014_GL0001344,Bacteroides,,0,25094000,15905000,12101000
24848,MH0189_GL0131776,Bacteroides,K01818,257260000,388950000,734550000,710760000
24849,NOF013_GL0015868,Bacteroides,COG3088,0,43574000,0,19456000
24850,MH0370_GL0002507,Clostridium,K01604,11321000,182680000,4589300,48145000
24851,MH0025_GL0035143,Bacteroides,K01950,42668000,27927000,34732000,32930000
24852,MH0012_GL0124221,Odoribacter,K01804,0,96481000,0,0
24853,MH0204_GL0192059,Clostridium,COG1592,17538000,163240000,125190000,27446000
24854,SZEY-10A_GL0090490,Cellulosilyticum,COG1592,2067300,0,384320,0
24855,864570.HMPREF9189_1157,Streptococcus,K20108,12159000,5653500,42430000,70267000
24856,763860675-stool1_revised_scaffold46778_2_gene144001,Faecalibacterium,K01784,0,8523600,0,0
24857,O2.UC48-1_GL0011016,Faecalibacterium,K10200,0,6448200,0,135800000
24858,V1.UC62-0_GL0175253,Collinsella,COG0596,0,6369400,0,0
24859,N001A_GL0029815,Bacteroides,,428370000,0,320970000,0
24860,V1.CD7-0-PN_GL0037869,Bifidobacterium,K00927,0,15668000,0,0
24861,MH0462_GL0067509,Clostridium,K06959,2548000,7980600,0,4273900
24862,O2.UC11-1_GL0028649,Dorea,K02502,0,0,6941300,0
24863,O2.UC30-1_GL0166474,Clostridium,K04077,0,9788800,38562000,0
24864,MH0007_GL0025136,Blautia,,26222000,138670000,17166000,0
24865,V1.UC54-0_GL0054481,Faecalibacterium,K03665,5138100,34553000,19371000,0
24866,O2.CD2-0-PT_GL0070820,Parabacteroides,K01627,9347700,0,0,0
24867,O2.UC17-1_GL0131843,Bacteroides,K00833,7351300,2963000,14038000,49785000
24868,T2D-140A_GL0044446,Faecalibacterium,K01006,5246700,9408800,0,0
24869,MH0127_GL0016766,Alistipes,K01258,34213000,83366000,11040000,0
24870,MH0203_GL0233669,Adlercreutzia,K02982,9910800,23974000,0,6603500
24871,MH0371_GL0205866,Blautia,K03615,0,0,0,0
24872,MH0419_GL0054536,Flavonifractor,K03737,10678000,3905600,0,20595000
24873,ED12A_GL0079665,Collinsella,K23987,0,16991000,0,0
24874,MH0004_GL0012095,Bacteroides,K00610,0,0,16003000,8996900
24875,V1.CD21-0_GL0054100,Clostridium,K01409,0,9851800,0,0
24876,SZEY-26A_GL0080095,Collinsella,K01950,0,15293000,0,0
24877,MH0328_GL0093148,Bacteroides,K25183,3411500,7642400,1876700,4140200
24878,MH0092_GL0033846,Faecalibacterium,K15583,4819200,17989000,2860500,0
24879,MH0277_GL0042140,Ruminococcus,K12527,237240000,21462000,74410000,273980000
24880,MH0131_GL0044185,Bifidobacterium,K01537,0,10529000,0,0
24881,MH0192_GL0097192,Alistipes,K02503,5282200,39786000,3333500,30702000
24882,MH0096_GL0044376,Prevotella,K02884,140950000,0,5351500,0
24883,T2D-45A_GL0101957,Prevotella,K02884,0,0,11959000,0
24884,T2D-203A_GL0049645,Blautia,K04077,74629000,4448300000,169690000,20480000
24885,159268001-stool1_revised_scaffold28088_1_gene30902,Clostridium,K02888,0,50157000,84008000,0
24886,MH0378_GL0051333,Odoribacter,K02967,35139000,20787000,27980000,0
24887,T2D-48A_GL0123968,Bacteroides,K17828,0,0,0,24197000
24888,NLM005_GL0056330,Bacteroides,COG2050,0,0,0,63779000
24889,763496533-stool2_revised_C1090562_1_gene202318,Bacteroides,K24119,67822000,341590000,54920000,0
24890,DOM001_GL0021089,Bacteroides,K03832,5479200,0,0,0
24891,V1.UC26-0_GL0129544,Bacteroides,,134860000,1375900000,45181000,0
24892,MH0012_GL0108761,Bacteroides,K24119,37200000,0,58972000,6098100
24893,MH0446_GL0248092,Eubacterium,K04072,9263900,0,0,0
24894,763577454-stool2_revised_scaffold34346_1_gene46501,Fusicatenibacter,K01938,11980000,6715200,0,6888500
24895,MH0272_GL0107889,Ruminococcus,K14699,6651400,0,0,0
24896,MH0251_GL0110972,Robinsoniella,K01803,0,43088000,0,0
24897,MH0246_GL0062009,Eubacterium,K01803,35669000,19821000,0,1622300
24898,449673.BACSTE_02462,Bacteroides,COG3706,0,11167000,0,0
24899,T2D-112A_GL0085553,Ruminococcus,COG0744,0,57848000,0,0
24900,MH0402_GL0216319,Oribacterium,K03569,4483700,16295000,7069800,13958000
24901,T2D-19A_GL0030601,Lachnoclostridium,K01890,0,2851300,0,87490000
24902,MH0004_GL0013544,Bacteroides,K03616,0,0,17191000,10789000
24903,MH0454_GL0203772,Blautia,K00928,481750000,99649000,297480000,4880800
24904,NOM023_GL0052787,Bacteroides,COG4771,0,0,0,12490000
24905,763820215-stool1_revised_C740516_1_gene25811,Dorea,K02358,0,0,7997500,5266300
24906,V1.FI17_GL0183138,Dorea,K02358,0,12016000,0,0
24907,MH0370_GL0119064,Blautia,K02358,275570000,63171000,141230000,2305000
24908,V1.UC54-0_GL0029261,Blautia,K02358,257640000,333180000,0,50096000
24909,V1.FI33_GL0063049,Blautia,K02358,106250000,377490000,0,0
24910,O2.UC19-2_GL0040721,Subdoligranulum,K07775,0,11886000,0,0
24911,MH0061_GL0013114,Bacteroides,,0,43307000,0,0
24912,O2.UC40-0_GL0011038,Coprococcus,K02892,43088000,184430000,20289000,13901000
24913,MH0272_GL0085591,Bacteroides,K25034,0,0,13697000,0
24914,SZEY-101A_GL0035951,Bacteroides,COG3187,0,0,22226000,89010000
24915,T2D-19A_GL0022326,Lachnoclostridium,COG0346,0,0,0,23718000
24916,O2.UC8-2_GL0207566,Roseburia,K17234,0,0,5020500,34173000
24917,MH0321_GL0094512,Bacteroides,K01880,0,0,1051600,44678000
24918,O2.UC44-1_GL0008286,Roseburia,K02994,106820000,512250000,24630000,6173800
24919,MH0375_GL0018909,Parabacteroides,K01537,4199200,19586000,0,0
24920,MH0104_GL0047902,Ruminococcus,K02950,0,195300000,0,0
24921,V1.UC15-0_GL0022261,Ruminococcus,K02950,1740600000,1094700000,42082000,160490000
24922,MH0262_GL0034658,Faecalibacterium,K02948,39215000,365850000,56546000,38219000
24923,O2.UC37-1_GL0016147,Dorea,K03831,0,0,11246000,0
24924,O2.UC11-1_GL0160556,Dorea,K10439,0,0,6975300,0
24925,V1.CD49-0_GL0017872,Clostridium,COG1473,28126000,9383700,21062000,0
24926,SZEY-30A_GL0038293,Clostridium,COG0683,6264600,74986000,4119100,0
24927,556261.HMPREF0240_01088,Clostridium,K00926,1134000000,0,480410000,11479000
24928,MH0302_GL0061106,Parabacteroides,K00012,32550000,0,18858000,83884000
24929,MH0055_GL0057898,Bacteroides,K01880,27739000,0,0,0
24930,DOM010_GL0087714,Bacteroides,COG0306,0,0,0,8095700
24931,V1.UC56-0_GL0026596,Clostridium,K15633,9409200,0,2222500,0
24932,V1.CD46-0_GL0007424,Coprococcus,COG1307,0,8664700,0,0
24933,MH0293_GL0142494,Parabacteroides,K03474,47270000,0,7172300,0
24934,MH0343_GL0160568,Dorea,K02988,25226000,32566000,0,3066700
24935,MH0140_GL0012293,Bacteroides,K02994,0,0,18571000,679650000
24936,MH0314_GL0168297,Bacteroides,K02994,72635000,142590000,200030000,248300000
24937,V1.UC38-0_GL0083128,Collinsella,COG2017,0,16211000,0,0
24938,MH0280_GL0004047,Mitsuokella,K00656,43651000,2982800,54555000,5670000
24939,MH0203_GL0030775,Ruminococcus,COG4624,0,10939000,0,0
24940,MH0174_GL0016426,Faecalibacterium,K05795,0,5910600,0,0
24941,MH0451_GL0172805,Roseburia,K01756,142750000,77809000,34034000,0
24942,MH0002_GL0011995,Alistipes,COG0280,0,15095000,0,0
24943,MH0152_GL0071074,Bacteroides,COG3507,0,14101000,0,0
24944,MH0211_GL0101106,Lachnospira,K17318,32884000,16014000,3836200,0
24945,MH0381_GL0111147,Bacteroides,COG3876,5654000,6060600,3764600,4227200
24946,V1.UC32-0_GL0013679,Bacteroides,K06911,7591200,6497700,7011300,19213000
24947,V1.FI11_GL0062753,Flavonifractor,K04759,11617000,0,48506000,16751000
24948,DOM019_GL0038508,Parabacteroides,K02881,285430000,0,38084000,0
24949,N001A_GL0013675,Clostridium,K00197,0,18737000,6565800,2273000
24950,ED16A_GL0062761,Sutterella,K01845,74809000,0,50088000,0
24951,V1.CD20-0_GL0029396,Clostridium,COG0822,88944000,727060000,70955000,374590000
24952,V1.FI09_GL0061309,Sutterella,K03746,39551000,0,41603000,0
24953,MH0276_GL0032731,Faecalibacterium,K01520,0,19072000,0,0
24954,O2.UC28-2_GL0102911,Dorea,K01243,0,3701200,22731000,0
24955,O2.UC2-2_GL0121817,Eubacterium,K04077,2311100,0,77758000,8816400
24956,MH0092_GL0022508,Clostridium,K02867,55251000,9531400,11003000,86095000
24957,158802708-stool1_revised_C919635_1_gene81024,Prevotella,K02867,41647000,20698000,18416000,0
24958,NOF013_GL0074236,Bacteroides,,0,0,0,6387200
24959,ED10A_GL0026912,Coprococcus,K02892,92221000,3375400,76148000,6649400
24960,MH0108_GL0006398,Clostridium,K02892,0,82131000,24049000,37713000
24961,MH0188_GL0118216,Coprococcus,K01835,53208000,119130000,17546000,0
24962,MH0185_GL0071439,Bacteroides,K03565,5540800,2780100,0,13012000
24963,DLM013_GL0016449,Collinsella,K02888,28915000,0,0,0
24964,MH0006_GL0206613,Bacteroides,K03501,26974000,17775000,16507000,22033000
24965,V1.FI11_GL0040969,Clostridium,K03977,0,55830000,7620500,8903400
24966,MH0462_GL0080247,Clostridium,K01775,0,0,0,0
24967,V1.UC4-5_GL0157287,Bacteroides,COG4771,0,0,0,4299500
24968,MH0288_GL0201739,Faecalibacterium,,0,9376200,0,0
24969,MH0316_GL0110824,Blautia,K15633,55510000,17505000,0,0
24970,V1.FI05_GL0142083,Dorea,K21583,0,66118000,0,28413000
24971,MH0011_GL0017808,Methanobrevibacter,K02908,0,14518000,0,0
24972,764062976-stool1_revised_C1271975_1_gene125071,Alistipes,,0,13619000,0,0
24973,MH0437_GL0141904,Bilophila,K21395,0,126040000,0,0
24974,O2.UC48-0_GL0220830,Clostridium,K00266,0,39037000,0,0
24975,158337416-stool1_revised_C1288902_1_gene15940,Clostridium,K00266,6973400,4284200,4537600,0
24976,V1.CD52-0_GL0124929,Oscillibacter,K00175,0,11267000,0,0
24977,T2D-19A_GL0105192,Lachnoclostridium,K17241,0,0,0,4500700
24978,V1.FI37_GL0101329,Clostridium,K02073,0,0,7338300,0
24979,518635.BIFANG_02002,Bifidobacterium,K01649,0,11270000,0,0
24980,MH0132_GL0127072,Faecalibacterium,COG5492,0,6799800,0,0
24981,MH0361_GL0061671,Dorea,K10907,0,0,9184000,0
24982,MH0420_GL0039536,Blautia,K03839,58863000,0,127590000,0
24983,SZEY-10A_GL0059037,Lachnoclostridium,K01628,0,14087000,0,0
24984,MH0369_GL0112371,Faecalibacterium,K02051,0,4325700,6644100,0
24985,MH0101_GL0105434,Bacteroides,K03686,0,0,19679000,0
24986,V1.UC22-1_GL0078149,Slackia,K00926,95658000,0,0,0
24987,MH0233_GL0122561,Paraclostridium,K00926,0,0,0,98895000
24988,MH0425_GL0160285,Ruminococcus,K00266,45362000,28129000,3687100,12251000
24989,MH0404_GL0125021,Prevotella,K00177,18049000,0,0,0
24990,MH0162_GL0102405,Parabacteroides,COG1413,233100000,1400000000,105160000,10691000
24991,N029A_GL0067069,Bacteroides,COG1213,0,0,5152800,7331000
24992,V1.UC53-0_GL0047817,Clostridium,K02355,0,23930000,0,0
24993,MH0390_GL0026947,Oscillibacter,K02355,0,0,6609800,0
24994,MH0261_GL0077800,Sutterella,K15553,3629200,0,8155500,0
24995,V1.CD34-0_GL0004125,Dorea,COG1592,37567000,33485000,297290000,6176300
24996,MH0006_GL0068631,Alistipes,COG1278,334160000,99111000,28891000,148700000
24997,V1.FI15_GL0044599,Dorea,K09747,0,6473600,7432300,0
24998,MH0088_GL0057225,Blautia,COG1215,104080000,5173600,0,0
24999,MH0101_GL0029281,Bacteroides,,0,0,12258000,0
25000,MH0407_GL0087053,Bacteroides,K00794,39436000,8472400,13629000,12225000
